uen,issuance_agency_id,entity_name,entity_type_description,business_constitution_description,company_type_description,paf_constitution_description,entity_status_description,entity_active,registration_incorporation_date,year_rego,uen_issue_date,address_type,block,street_name,level_no,unit_no,building_name,postal_code,other_address_line1,other_address_line2,account_due_date,annual_return_date,primary_ssic_code
34598900K,ACRA,ULTIMATE DENTAL LABORATORIES AND SUPPLIES,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,Non-Active,12/6/85,1985,12/6/85,LOCAL,3024,UBI ROAD 3,4,75,KAMPONG UBI INDUSTRIAL ESTATE,408652,na,na,na,na,86204
34886400X,ACRA,NG DENTAL LABORATORY,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,Non-Active,27/8/85,1985,27/8/85,LOCAL,159A,JALAN BESAR,na,na,na,208875,na,na,na,na,86204
198501977H,ACRA,N.K. LUCK (S) PTE LTD,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,17/9/85,1985,17/9/85,LOCAL,2,JALAN RAJAH,3,24,GOLDEN WALL FLATTED FACTORY,329134,na,na,31/7/25,31/7/24,86204
35322100K,ACRA,TAN'S DENTAL LABORATORY SERVICES,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,Non-Active,13/12/85,1985,13/12/85,LOCAL,26,JALAN BAHAGIA,1,47,na,1232,na,na,na,na,86204
198600079G,ACRA,CHENG DENTAL SURGERY PTE LTD,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,Non-Active,11/1/86,1986,11/1/86,LOCAL,3024,UBI ROAD 3,4,75,KAMPONG UBI INDUSTRIAL ESTATE,408652,na,na,24/12/00,23/8/99,86204
35595100B,ACRA,TELEDENT SUPPLIES,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancellation In Progress,Non-Active,26/2/86,1986,26/2/86,LOCAL,8,MARGOLIOUTH ROAD,0,0,na,258573,na,na,na,na,86204
198600786H,ACRA,PERIODONTICS INC PTE LTD,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,Non-Active,17/4/86,1986,17/4/86,LOCAL,9,BALMORAL PARK,12,2,BALMORAL HILLS,259844,na,na,31/7/22,28/7/21,86204
35912600J,ACRA,GREEN DENTAL SURGERY,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,Non-Active,5/5/86,1986,5/5/86,LOCAL,400,ORCHARD ROAD,2,34,ORCHARD TOWERS,238875,na,na,na,na,86204
36329100L,ACRA,HI-TECH DENTAL LABORATORY,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Live,Active,4/8/86,1986,4/8/86,LOCAL,3024,UBI ROAD 3,4,75,KAMPONG UBI INDUSTRIAL ESTATE,408652,na,na,na,na,86204
198602673C,ACRA,ATRIA PAN DENTAL GROUP PTE LTD,Local Company,na,Private Company Limited by Shares,na,Live Company,Active,26/11/86,1986,26/11/86,LOCAL,435,ORCHARD ROAD,18,4-May,WISMA ATRIA,238877,na,na,31/7/25,26/7/24,86204
36874100A,ACRA,XINGMA DENTAL SUPPLIERS,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,Non-Active,1/12/86,1986,1/12/86,LOCAL,5001,BEACH ROAD,8,40,na,199588,na,na,na,na,86204
37308400E,ACRA,J.M. DENTAL CERAMIC LABORATORY,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Ceased Registration,Non-Active,11/3/87,1987,11/3/87,LOCAL,3027,UBI ROAD 1,4,110,KAMPONG UBI INDUSTRIAL ESTATE,408720,na,na,na,na,86204
37515000E,ACRA,ULTI-DEN DENTAL LABORATORIES,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Live,Active,22/4/87,1987,22/4/87,LOCAL,3007,UBI ROAD 1,5,408,KAMPONG UBI INDUSTRIAL ESTATE,408701,na,na,na,na,86204
37679200X,ACRA,LIM KIM TONG DENTIST,Sole Proprietorship/ Partnership,Partnership,na,na,Ceased Registration,Non-Active,26/5/87,1987,26/5/87,LOCAL,532,ANG MO KIO AVENUE 10,1,2485,CHENG SAN CENTRE,560532,na,na,na,na,86204
36890400L,ACRA,ISLAND GROUP DENTAL SURGERY,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled (Non-Renewal),Non-Active,16/6/87,1987,16/6/87,LOCAL,30,BENDEMEER ROAD,1,883,BENDEMEER VILLE,330030,na,na,na,na,86204
198701761H,ACRA,LEE SIEW HUA DENTAL SURGERY PTE LTD,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,22/6/87,1987,22/6/87,LOCAL,8,MARGOLIOUTH ROAD,na,na,na,258573,na,na,30/4/26,7/2/25,86204
38028600M,ACRA,AAA DENTAL EMERGENCY SERVICE,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,Non-Active,12/8/87,1987,12/8/87,LOCAL,545,ORCHARD ROAD,10,8,FAR EAST SHOPPING CENTRE,238882,na,na,na,na,86204
198702777D,ACRA,GAN N GAN SERVICES PTE LTD,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,8/9/87,1987,8/9/87,LOCAL,391B,ORCHARD ROAD,26,1,NGEE ANN CITY,238874,na,na,31/7/25,19/7/24,86204
198803361G,ACRA,GUIDEDENT CENTRES (SINGAPORE) PTE. LTD.,Local Company,na,Private Company Limited by Shares,na,Struck Off,Non-Active,17/9/88,1988,17/9/88,LOCAL,350,ORCHARD ROAD,8,0,SHAW HOUSE,238868,na,na,31/10/07,28/7/06,86204
40126700L,ACRA,GLENEAGLES DENTAL CENTRE,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,Non-Active,31/10/88,1988,31/10/88,LOCAL,6,NAPIER ROAD,3,3,GLENEAGLES MEDICAL CENTRE,258499,na,na,na,na,86204
40380500K,ACRA,H L DENTAL SERVICES,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,Non-Active,29/12/88,1988,29/12/88,LOCAL,351,JURONG EAST STREET 31,1,85,YUHUA PLACE,600351,na,na,na,na,86204
198901265G,ACRA,YIP DENTAL SURGERY PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,1/4/89,1989,1/4/89,LOCAL,3,MOUNT ELIZABETH,4,1,MOUNT ELIZABETH HOSPITAL,228510,na,na,31/7/25,30/7/24,86204
198902786M,ACRA,MANDARIN DENTAL CENTRE PTE LTD,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,8/7/89,1989,8/7/89,LOCAL,165,BUKIT MERAH CENTRAL,3,3665,na,150165,na,na,31/7/25,1/8/24,86204
198903013E,ACRA,BOEY DENTAL SURGERY PTE LTD,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,Non-Active,25/7/89,1989,25/7/89,LOCAL,54,CASHEW ROAD,10,1,CASHEW PARK CONDOMINIUM,679637,na,na,1/7/04,14/3/03,86204
41460900W,ACRA,GLASS DENTAL SURGERY,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Ceased Registration,Non-Active,12/8/89,1989,12/8/89,LOCAL,317,OUTRAM ROAD,B1,19,CONCORDE SHOPPING CENTRE,169075,na,na,na,na,86204
41496900J,ACRA,LOGOS DENTAL SURGERY,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Live,Active,21/8/89,1989,21/8/89,LOCAL,66,KALLANG BAHRU,1,501,na,330066,na,na,na,na,86204
198903490M,ACRA,TEBAN DENTAL CENTRE PTE LTD,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,22/8/89,1989,22/8/89,LOCAL,61,TEBAN GARDENS ROAD,1,8,TEBAN PLACE,600061,na,na,30/4/26,13/1/25,86204
198905188R,ACRA,ALPHA DENTAL PTE LTD,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,27/11/89,1989,27/11/89,LOCAL,20,CECIL STREET,1,4,PLUS,49705,na,na,31/7/25,11/7/24,86204
198905508M,ACRA,ATRIA-CITY DENTAL GROUP PTE LTD,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,15/12/89,1989,15/12/89,LOCAL,391B,ORCHARD ROAD,8,8,NGEE ANN CITY,238874,na,na,31/7/25,19/6/24,86204
42288200C,ACRA,JOET TRADING,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,Non-Active,13/2/90,1990,13/2/90,LOCAL,190,TOA PAYOH CENTRAL,2,512,na,1231,na,na,na,na,86204
42418300E,ACRA,GOLDHILL DENTALCARE,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,Non-Active,9/3/90,1990,9/3/90,LOCAL,101,THOMSON ROAD,1,81,UNITED SQUARE,307591,na,na,na,na,86204
199003290R,ACRA,L. C. LIEN PTE LTD,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,5/7/90,1990,5/7/90,LOCAL,501,ORCHARD ROAD,5,3,WHEELOCK PLACE,238880,na,na,31/7/25,18/7/24,86204
43046800L,ACRA,PACIFIC DENTAL SURGERY,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,Non-Active,11/7/90,1990,11/7/90,LOCAL,5,CLEMENTI CRESCENT,na,na,CLEMENTI GREEN,599508,na,na,na,na,86204
199003611D,ACRA,KOH DENTAL SURGERY PTE LTD,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,26/7/90,1990,26/7/90,LOCAL,1,WEST COAST DRIVE,1,3-Apr,NEWEST,128020,na,na,31/7/25,25/7/24,86204
199100566C,ACRA,DAVID LEE SERVICES PTE LTD,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,5/2/91,1991,5/2/91,LOCAL,442,ORCHARD ROAD,2,11,ORCHARD HOTEL SINGAPORE,238879,na,na,31/7/25,31/7/24,86204
44258400L,ACRA,INTERNATIONAL DENTAL CARE CO-ORDINATORS,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,Non-Active,25/3/91,1991,25/3/91,LOCAL,1,JALAN REMAJA,6,5,HILLVIEW HOUSE,668662,na,na,na,na,86204
44354700M,ACRA,AESTHETIC DENTAL LABORATORIES AND SUPPLIERS,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,Non-Active,11/4/91,1991,11/4/91,LOCAL,19,TANGLIN ROAD,5,24,TANGLIN SHOPPING CENTRE,247909,na,na,na,na,86204
44591600A,ACRA,HO KUAN SUE DENTIST,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,Non-Active,22/5/91,1991,22/5/91,LOCAL,574A,BALESTIER ROAD,na,na,na,329889,na,na,na,na,86204
44637100M,ACRA,JOLI DENTAL SURGERY,Sole Proprietorship/ Partnership,Partnership,na,na,Terminated,Non-Active,31/5/91,1991,31/5/91,LOCAL,4,BOON TECK ROAD,na,na,na,329580,na,na,na,na,86204
44862300E,ACRA,ROSHELL DENTAL LABORATORY,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,Non-Active,10/7/91,1991,10/7/91,LOCAL,302,ANG MO KIO AVENUE 3,1,1836,ANG MO KIO 31,560302,na,na,na,na,86204
199103977M,ACRA,DENTAL MANAGEMENT CONSULTANCY PTE LTD,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,Non-Active,10/8/91,1991,10/8/91,LOCAL,391B,ORCHARD ROAD,8,6,NGEE ANN CITY,238874,na,na,16/12/06,31/8/05,86204
199104478G,ACRA,AARON CTP DENTAL SURGERY PTE. LTD.,Local Company,na,Private Company Limited by Shares,na,Amalgamated,Non-Active,6/9/91,1991,6/9/91,LOCAL,6,SHENTON WAY,10,9,OUE DOWNTOWN,68809,na,na,31/7/20,22/7/19,86204
199105212M,ACRA,GLENEAGLES DENTAL CENTRE PTE LTD,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,16/10/91,1991,16/10/91,LOCAL,1,ORCHARD BOULEVARD,6,6,CAMDEN CENTRE,248649,na,na,31/1/95,21/10/16,86204
45491100M,ACRA,NAM FUNG DENTAL SURGERY,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,Non-Active,2/11/91,1991,2/11/91,LOCAL,310,GEYLANG ROAD,na,na,na,389349,na,na,na,na,86204
199106179G,ACRA,LI DENTAL CENTRE PTE LTD,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,11/12/91,1991,11/12/91,LOCAL,35,SELEGIE ROAD,1,35,PARKLANE SHOPPING MALL,188307,na,na,31/7/25,4/8/24,86204
46322000E,ACRA,PROTHESIS DENTAL LABORATORIES,Sole Proprietorship/ Partnership,Partnership,na,na,Terminated,Non-Active,9/4/92,1992,9/4/92,LOCAL,50A,CHANGI ROAD,na,na,na,419706,na,na,na,na,86204
46338000B,ACRA,FONG PAK GEK DENTAL SURGERY,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,Non-Active,11/4/92,1992,11/4/92,LOCAL,101,YISHUN AVENUE 5,1,19,na,760101,na,na,na,na,86204
46656200D,ACRA,DENTAL & MEDICAL CONSULTANCY SERVICES FOR CHINA,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,Non-Active,8/6/92,1992,8/6/92,LOCAL,280A,SIMS AVENUE,na,na,na,387514,na,na,na,na,86204
46988000K,ACRA,RAFFLES DENTAL SURGERY,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Live,Active,8/8/92,1992,8/8/92,LOCAL,585,NORTH BRIDGE ROAD,11,0,RAFFLES HOSPITAL,188770,na,na,na,na,86204
47126600X,ACRA,CHAN DENTAL CLINIC & SURGERY,Sole Proprietorship/ Partnership,Partnership,na,na,Terminated,Non-Active,4/9/92,1992,4/9/92,LOCAL,253,SERANGOON CENTRAL DRIVE,1,233,na,550253,na,na,na,na,86204
47229200E,ACRA,WEE DENTAL TRADING,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,Non-Active,23/9/92,1992,23/9/92,LOCAL,80,PLAYFAIR ROAD,7,17,KAPO FACTORY BUILDING,367998,na,na,na,na,86204
47355300K,ACRA,BEE BEE DENTAL & TRADING,Sole Proprietorship/ Partnership,Partnership,na,na,Terminated,Non-Active,15/10/92,1992,15/10/92,LOCAL,145,TIONG BAHRU ROAD,1,1002,na,150145,na,na,na,na,86204
199206995H,ACRA,HOSPITAL DENTAL SURGERY PTE LTD,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,26/12/92,1992,26/12/92,LOCAL,3,MOUNT ELIZABETH,4,5,MOUNT ELIZABETH HOSPITAL,228510,na,na,31/7/25,22/7/24,86204
47956900B,ACRA,DENTAL AND MEDICAL EDUCATIONAL SERVICES,Sole Proprietorship/ Partnership,Partnership,na,na,Terminated,Non-Active,10/2/93,1993,10/2/93,LOCAL,252,NORTH BRIDGE ROAD,2,151,RAFFLES CITY SHOPPING CENTRE,179103,na,na,na,na,86204
48732200B,ACRA,RIVERVALE CERAMIC ENTERPRISES,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,Non-Active,7/6/93,1993,7/6/93,LOCAL,103A,GEYLANG ROAD,na,na,na,389212,na,na,na,na,86204
48743800X,ACRA,BISHAN HEALTHWAY DENTAL SURGERY,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Live,Active,9/6/93,1993,9/6/93,LOCAL,283,BISHAN STREET 22,1,195,na,570283,na,na,na,na,86204
48769000A,ACRA,GOLDEN SHOE DENTAL SURGERY,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,Non-Active,11/6/93,1993,11/6/93,LOCAL,50,MARKET STREET,1,9,CAPITASPRING,48940,na,na,na,na,86204
48797900A,ACRA,LEE SIEW KING DENTAL SURGERY,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,Non-Active,17/6/93,1993,17/6/93,LOCAL,3,MOUNT ELIZABETH,4,4,MOUNT ELIZABETH HOSPITAL,228510,na,na,na,na,86204
48868500A,ACRA,ADES ASIAN SERVICE,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,Non-Active,29/6/93,1993,29/6/93,LOCAL,101,CECIL STREET,14,01A,TONG ENG BUILDING,69533,na,na,na,na,86204
49022600X,ACRA,TAMPINES CENTRAL DENTAL CENTRE,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Ceased Registration,Non-Active,23/7/93,1993,23/7/93,LOCAL,503,TAMPINES CENTRAL 1,1,305,na,520503,na,na,na,na,86204
199304996K,ACRA,ELLIOTT PROFESSIONAL SERVICES PTE LTD,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,31/7/93,1993,31/7/93,LOCAL,3,MOUNT ELIZABETH,4,5,MOUNT ELIZABETH HOSPITAL,228510,na,na,30/1/26,6/3/25,86204
49204800B,ACRA,JOON TRADING,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,Non-Active,25/8/93,1993,25/8/93,LOCAL,1003,TOA PAYOH INDUSTRIAL PARK,3,1521,TOA PAYOH INDUSTRIAL PARK,319075,na,na,na,na,86204
49476900M,ACRA,HARVEST DENTAL SURGERY,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,Non-Active,9/10/93,1993,9/10/93,LOCAL,391B,ORCHARD ROAD,8,6,NGEE ANN CITY,238874,na,na,na,na,86204
199307764K,ACRA,THE DENTAL PROFILE PTE LTD,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,Non-Active,24/11/93,1993,24/11/93,LOCAL,629,ALJUNIED ROAD,6,11,CITITECH INDUSTRIAL BUILDING,389838,na,na,2/1/15,3/9/13,86204
199400557K,ACRA,LOH FUN CHEE & ASSOCIATES PTE LTD,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,Non-Active,24/1/94,1994,24/1/94,LOCAL,6,NAPIER ROAD,6,15,GLENEAGLES MEDICAL CENTRE,258499,na,na,31/7/24,17/5/23,86204
199401212W,ACRA,CORPORATE ENTERPRISE PTE LTD,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,Non-Active,21/2/94,1994,21/2/94,LOCAL,5001,BEACH ROAD,3,63C,na,199588,na,na,1/10/06,14/6/05,86204
199401418M,ACRA,DR KENNETH LEW & ASSOCIATES PTE LTD,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,1/3/94,1994,1/3/94,LOCAL,583,ORCHARD ROAD,9,2,FORUM,238884,na,na,31/7/25,12/7/24,86204
199401670K,ACRA,LEE SIEW KING DENTAL SURGERY PTE LTD,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,10/3/94,1994,10/3/94,LOCAL,3,MOUNT ELIZABETH,4,5,MOUNT ELIZABETH HOSPITAL,228510,na,na,31/10/25,23/9/24,86204
199402884M,ACRA,MANAGEMENT SCIENCES ASIA PTE LTD,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,Non-Active,22/4/94,1994,22/4/94,LOCAL,89,SHORT STREET,8,10,GOLDEN WALL CENTRE,188216,na,na,22/11/95,na,86204
50991100E,ACRA,P. P. DENTAL SUPPLY AND LABORATORIES,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,Non-Active,30/6/94,1994,30/6/94,LOCAL,3014,UBI ROAD 1,4,272,KAMPONG UBI INDUSTRIAL ESTATE,408702,na,na,na,na,86204
51174300M,ACRA,ITAL DENTAL LAB,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,Non-Active,29/7/94,1994,29/7/94,LOCAL,103A,LORONG 3 GEYLANG,na,na,na,1438,na,na,na,na,86204
199407836M,ACRA,UNIVERSAL DENTALCARE PTE LTD,Local Company,na,Private Company Limited by Shares,na,Amalgamated,Non-Active,28/10/94,1994,28/10/94,LOCAL,6,SHENTON WAY,10,9,OUE DOWNTOWN,68809,na,na,31/7/20,24/7/19,86204
51833400K,ACRA,LABDENT,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,Non-Active,16/11/94,1994,16/11/94,LOCAL,147,POTONG PASIR AVENUE 1,2,79,na,350147,na,na,na,na,86204
52032400E,ACRA,HENRY DENTAL SUPPLY,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,Non-Active,24/12/94,1994,24/12/94,LOCAL,7500A,BEACH ROAD,6,322,THE PLAZA,199591,na,na,na,na,86204
52247100E,ACRA,WOODLANDS DENTAL CLINIC,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,Non-Active,9/2/95,1995,9/2/95,LOCAL,210,MARSILING CRESCENT,1,9,na,730210,na,na,na,na,86204
199501028K,ACRA,OLIVER DENTAL SURGERY PTE LTD,Local Company,na,Private Company Limited by Shares,na,Live Company,Active,14/2/95,1995,14/2/95,LOCAL,242,TANJONG KATONG ROAD,na,na,na,437030,na,na,31/7/25,18/7/24,86204
199502956N,ACRA,MARITIME DENTAL SURGERY PTE LTD,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,Non-Active,28/4/95,1995,28/4/95,LOCAL,53,BIN TONG PARK,na,na,BIN TONG PARK,269828,na,na,29/2/24,13/3/23,86204
199504727K,ACRA,CITY & MEDICAL HEALTH ASSOCIATES DENTAL SURGERY PTE LTD,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,6/7/95,1995,6/7/95,LOCAL,473,RIVER VALLEY ROAD,1,2,VALLEY PARK,248358,na,na,31/7/25,28/2/24,86204
199506476M,ACRA,CG DENTAL-CARE PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,12/9/95,1995,12/9/95,LOCAL,21,JERVOIS CLOSE,13,3,JERVOIS JADE,249114,na,na,30/4/25,30/4/24,86204
199507162H,ACRA,THOMSON PLAZA DENTAL SURGERY PTE LTD,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,7/10/95,1995,7/10/95,LOCAL,301,UPPER THOMSON ROAD,3,1,THOMSON PLAZA,574408,na,na,31/7/25,18/6/24,86204
199508217K,ACRA,AARON SEOW INTERNATIONAL PTE LTD,Local Company,na,Private Company Limited by Shares,na,Amalgamated,Non-Active,18/11/95,1995,18/11/95,LOCAL,6,SHENTON WAY,10,9,OUE DOWNTOWN,68809,na,na,31/7/20,22/7/19,86204
52811848W,ACRA,TANGLIN DENTAL SURGEONS,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancellation In Progress,Non-Active,5/12/95,1995,5/12/95,LOCAL,583,ORCHARD ROAD,9,2,FORUM,238884,na,na,na,na,86204
52812521D,ACRA,FAMILY DENTAL SERVICES,Sole Proprietorship/ Partnership,Partnership,na,na,Terminated,Non-Active,18/12/95,1995,18/12/95,LOCAL,302,ANG MO KIO AVENUE 3,1,1836,ANG MO KIO 31,560302,na,na,na,na,86204
199600947D,ACRA,MOUNT ELIZABETH DENTAL SURGERY PTE LTD,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,6/2/96,1996,6/2/96,LOCAL,3,MOUNT ELIZABETH,7,3,MOUNT ELIZABETH HOSPITAL,228510,na,na,31/7/25,11/7/24,86204
199601016Z,ACRA,SHARON YIP DENTAL SURGERY PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,8/2/96,1996,8/2/96,LOCAL,307,CHOA CHU KANG AVENUE 4,1,695,na,680307,na,na,31/7/25,31/7/24,86204
52817113E,ACRA,KOH BROTHERS DENTAL LABORATORY,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Registration expired and has not been renewed,Non-Active,8/3/96,1996,8/3/96,LOCAL,2022,BUKIT BATOK STREET 23,3,168,BUKIT BATOK INDUSTRIAL ESTATE PARK A,659527,na,na,na,na,86204
52818950J,ACRA,THE DENTAL IMAGE CONSULTANTS,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Ceased Registration,Non-Active,2/4/96,1996,2/4/96,LOCAL,3,TEMASEK BOULEVARD,2,124,SUNTEC CITY MALL,38983,na,na,na,na,86204
199604185C,ACRA,FIRST IMPRESSIONS DENTAL SURGERY PTE LTD,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,8/6/96,1996,8/6/96,LOCAL,501,JURONG WEST STREET 51,1,283,HONG KAH COURT,640501,na,na,31/7/25,30/7/24,86204
199604369H,ACRA,KO DJENG DENTAL CENTRE PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,15/6/96,1996,15/6/96,LOCAL,304,ORCHARD ROAD,5,15,LUCKY PLAZA,238863,na,na,31/7/25,10/1/25,86204
199607762Z,ACRA,ROBERTSON CHOO OEHLERS LEE & LYE PTE LTD,Local Company,na,Private Company Limited by Shares,na,Live Company,Active,28/10/96,1996,28/10/96,LOCAL,290,ORCHARD ROAD,12,1,THE PARAGON,238859,na,na,31/7/22,23/11/21,86204
52835624X,ACRA,RICHARD DENTAL SUPPLY & SERVICES,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Ceased Registration,Non-Active,14/12/96,1996,14/12/96,LOCAL,2C,HONG SAN WALK,11,6,PALM GARDENS,689049,na,na,na,na,86204
199608949R,ACRA,ATRIA-CITY DENTAL CENTRE PTE LTD,Local Company,na,Private Company Limited by Shares,na,Dissolved - Members Voluntary Winding Up,Non-Active,17/12/96,1996,17/12/96,LOCAL,391B,ORCHARD ROAD,8,9,NGEE ANN CITY,238874,na,na,18/7/98,na,86204
199700857E,ACRA,SMILEFOCUS PTE. LTD.,Local Company,na,Private Company Limited by Shares,na,Live Company,Active,4/2/97,1997,4/2/97,LOCAL,100,TRAS STREET,16,1,100 AM,79027,na,na,31/7/25,24/7/24,86204
199700858R,ACRA,WK GOH DENTALCARE @ GOLDHILL PTE. LTD.,Local Company,na,Private Company Limited by Shares,na,Struck Off,Non-Active,4/2/97,1997,4/2/97,LOCAL,600,NORTH BRIDGE ROAD,14,4-May,PARKVIEW SQUARE,188778,na,na,31/10/13,28/2/14,86204
199701507N,ACRA,SMILE INC DENTAL SURGEONS PTE LTD,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,8/3/97,1997,8/3/97,LOCAL,333A,ORCHARD ROAD,4,18,MANDARIN GALLERY,238897,na,na,31/7/25,8/4/24,86204
52842637X,ACRA,SYYS CONSULTANCY SERVICES,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Live,Active,7/4/97,1997,7/4/97,LOCAL,15C,BALMORAL ROAD,7,15,BELMOND GREEN,259818,na,na,na,na,86204
199702788M,ACRA,DENTAIRE PTE LTD,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,25/4/97,1997,25/4/97,LOCAL,260,ORCHARD ROAD,8,5,THE HEEREN,238855,na,na,30/1/26,24/1/25,86204
52853977M,ACRA,H S JOON  DENTAL SUPPLY,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,Non-Active,24/9/97,1997,24/9/97,LOCAL,9,KALLANG PLACE,6,3-Apr,na,339154,na,na,na,na,86204
199708076N,ACRA,QUALITY DENTAL CENTRE PTE LTD,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,Non-Active,27/11/97,1997,27/11/97,LOCAL,268,ORCHARD ROAD,5,2,YEN SAN BUILDING,238856,na,na,31/1/00,15/2/07,86204
199800103Z,ACRA,SAY AAH! PTE LTD,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,7/1/98,1998,7/1/98,LOCAL,26,SIN MING LANE,6,125,MIDVIEW CITY,573971,na,na,31/7/25,31/7/24,86204
52866207D,ACRA,GLOBEX INTERNATIONAL DENTAL SERVICES,Sole Proprietorship/ Partnership,Partnership,na,na,Terminated,Non-Active,17/4/98,1998,17/4/98,LOCAL,10,ANSON ROAD,16,16,INTERNATIONAL PLAZA,79903,na,na,na,na,86204
